Id;KodePos;Kelurahan;Kecamatan;Jenis;Kabupaten;Propinsi
22799;53354;Karanganyar;Karanganyar;Kab.;Purbalingga;Jawa Tengah
22800;53354;Karangasem;Kertanegara;Kab.;Purbalingga;Jawa Tengah
22801;53354;Karanggedang;Karanganyar;Kab.;Purbalingga;Jawa Tengah
22802;53354;Karangpucung;Kertanegara;Kab.;Purbalingga;Jawa Tengah
22803;53354;Kasih;Kertanegara;Kab.;Purbalingga;Jawa Tengah
22804;53354;Kertanegara;Kertanegara;Kab.;Purbalingga;Jawa Tengah
22805;53354;Krangean;Kertanegara;Kab.;Purbalingga;Jawa Tengah
22806;53354;Langkap;Kertanegara;Kab.;Purbalingga;Jawa Tengah
22807;53354;Lumpang;Karanganyar;Kab.;Purbalingga;Jawa Tengah
22808;53354;Margasana (Mergasana);Kertanegara;Kab.;Purbalingga;Jawa Tengah
22809;53354;Maribaya;Karanganyar;Kab.;Purbalingga;Jawa Tengah
22810;53354;Ponjen;Karanganyar;Kab.;Purbalingga;Jawa Tengah
22811;53355;Baleraksa;Karangmoncol;Kab.;Purbalingga;Jawa Tengah
22812;53355;Grantung;Karangmoncol;Kab.;Purbalingga;Jawa Tengah
22813;53355;Karangsari;Karangmoncol;Kab.;Purbalingga;Jawa Tengah
22814;53355;Kramat;Karangmoncol;Kab.;Purbalingga;Jawa Tengah
22815;53355;Pekiringan;Karangmoncol;Kab.;Purbalingga;Jawa Tengah
22816;53355;Pepedan;Karangmoncol;Kab.;Purbalingga;Jawa Tengah
22817;53355;Rajawana;Karangmoncol;Kab.;Purbalingga;Jawa Tengah
22818;53355;Sirau;Karangmoncol;Kab.;Purbalingga;Jawa Tengah
22819;53355;Tajug;Karangmoncol;Kab.;Purbalingga;Jawa Tengah
22820;53355;Tamansari;Karangmoncol;Kab.;Purbalingga;Jawa Tengah
22821;53355;Tunjungmuli;Karangmoncol;Kab.;Purbalingga;Jawa Tengah
22822;53356;Bantarbarang;Rembang;Kab.;Purbalingga;Jawa Tengah
22823;53356;Bodas Karangjati;Rembang;Kab.;Purbalingga;Jawa Tengah
22824;53356;Gunungwuled;Rembang;Kab.;Purbalingga;Jawa Tengah
22825;53356;Karangbawang;Rembang;Kab.;Purbalingga;Jawa Tengah
22826;53356;Losari;Rembang;Kab.;Purbalingga;Jawa Tengah
22827;53356;Makam;Rembang;Kab.;Purbalingga;Jawa Tengah
22828;53356;Panusupan;Rembang;Kab.;Purbalingga;Jawa Tengah
22829;53356;Sumampir;Rembang;Kab.;Purbalingga;Jawa Tengah
22830;53356;Tanalum;Rembang;Kab.;Purbalingga;Jawa Tengah
22831;53356;Wanogara Kulon;Rembang;Kab.;Purbalingga;Jawa Tengah
22832;53356;Wanogara Wetan;Rembang;Kab.;Purbalingga;Jawa Tengah
22833;53356;Wlahar;Rembang;Kab.;Purbalingga;Jawa Tengah
22834;53357;Danasari;Karangjambu;Kab.;Purbalingga;Jawa Tengah
22835;53357;Gondang;Karangreja;Kab.;Purbalingga;Jawa Tengah
22836;53357;Jingkang;Karangjambu;Kab.;Purbalingga;Jawa Tengah
22837;53357;Karangjambu;Karangjambu;Kab.;Purbalingga;Jawa Tengah
22838;53357;Karangreja;Karangreja;Kab.;Purbalingga;Jawa Tengah
22839;53357;Kutabawa;Karangreja;Kab.;Purbalingga;Jawa Tengah
22840;53357;Purbasari;Karangjambu;Kab.;Purbalingga;Jawa Tengah
22841;53357;Sanguwatang;Karangjambu;Kab.;Purbalingga;Jawa Tengah
22842;53357;Serang;Karangreja;Kab.;Purbalingga;Jawa Tengah
22843;53357;Sirandu;Karangjambu;Kab.;Purbalingga;Jawa Tengah
22844;53357;Siwarak;Karangreja;Kab.;Purbalingga;Jawa Tengah
22845;53357;Tlahab Kidul;Karangreja;Kab.;Purbalingga;Jawa Tengah
22846;53357;Tlahab Lor;Karangreja;Kab.;Purbalingga;Jawa Tengah
22847;53361;Candinata;Kutasari;Kab.;Purbalingga;Jawa Tengah
22848;53361;Candiwulan;Kutasari;Kab.;Purbalingga;Jawa Tengah
22849;53361;Cendana;Kutasari;Kab.;Purbalingga;Jawa Tengah
22850;53361;Karangaren;Kutasari;Kab.;Purbalingga;Jawa Tengah
22851;53361;Karangcegak;Kutasari;Kab.;Purbalingga;Jawa Tengah
22852;53361;Karangjengkol;Kutasari;Kab.;Purbalingga;Jawa Tengah
22853;53361;Karangklesem;Kutasari;Kab.;Purbalingga;Jawa Tengah
22854;53361;Karanglewas;Kutasari;Kab.;Purbalingga;Jawa Tengah
22855;53361;Karangreja;Kutasari;Kab.;Purbalingga;Jawa Tengah
22856;53361;Kutasari;Kutasari;Kab.;Purbalingga;Jawa Tengah
22857;53361;Limbangan;Kutasari;Kab.;Purbalingga;Jawa Tengah
22858;53361;Meri;Kutasari;Kab.;Purbalingga;Jawa Tengah
22859;53361;Munjul;Kutasari;Kab.;Purbalingga;Jawa Tengah
22860;53361;Sumingkir;Kutasari;Kab.;Purbalingga;Jawa Tengah
22861;53362;Banjaran;Bojongsari;Kab.;Purbalingga;Jawa Tengah
22862;53362;Beji;Bojongsari;Kab.;Purbalingga;Jawa Tengah
22863;53362;Bojongsari;Bojongsari;Kab.;Purbalingga;Jawa Tengah
22864;53362;Brobot;Bojongsari;Kab.;Purbalingga;Jawa Tengah
22865;53362;Bumisari;Bojongsari;Kab.;Purbalingga;Jawa Tengah
22866;53362;Galuh;Bojongsari;Kab.;Purbalingga;Jawa Tengah
22867;53362;Gembong;Bojongsari;Kab.;Purbalingga;Jawa Tengah
22868;53362;Kajongan;Bojongsari;Kab.;Purbalingga;Jawa Tengah
22869;53362;Karangbanjar;Bojongsari;Kab.;Purbalingga;Jawa Tengah
22870;53362;Metenggeng;Bojongsari;Kab.;Purbalingga;Jawa Tengah
22871;53362;Pagedangan;Bojongsari;Kab.;Purbalingga;Jawa Tengah
22872;53362;Patemon;Bojongsari;Kab.;Purbalingga;Jawa Tengah
22873;53362;Pekalongan;Bojongsari;Kab.;Purbalingga;Jawa Tengah
22874;53371;Babakan;Kalimanah;Kab.;Purbalingga;Jawa Tengah
22875;53371;Blater;Kalimanah;Kab.;Purbalingga;Jawa Tengah
22876;53371;Grecol;Kalimanah;Kab.;Purbalingga;Jawa Tengah
22877;53371;Jompo;Kalimanah;Kab.;Purbalingga;Jawa Tengah
22878;53371;Kalimanah Kulon;Kalimanah;Kab.;Purbalingga;Jawa Tengah
22879;53371;Kalimanah Wetan;Kalimanah;Kab.;Purbalingga;Jawa Tengah
22880;53371;Karangmanyar;Kalimanah;Kab.;Purbalingga;Jawa Tengah
22881;53371;Karangpetir;Kalimanah;Kab.;Purbalingga;Jawa Tengah
22882;53371;Karangsari;Kalimanah;Kab.;Purbalingga;Jawa Tengah
22883;53371;Kedungwuluh;Kalimanah;Kab.;Purbalingga;Jawa Tengah
22884;53371;Klapasawit;Kalimanah;Kab.;Purbalingga;Jawa Tengah
22885;53371;Manduraga;Kalimanah;Kab.;Purbalingga;Jawa Tengah
22886;53371;Mewek;Kalimanah;Kab.;Purbalingga;Jawa Tengah
22887;53371;Rabak;Kalimanah;Kab.;Purbalingga;Jawa Tengah
22888;53371;Selabaya;Kalimanah;Kab.;Purbalingga;Jawa Tengah
22889;53371;Sidakangen;Kalimanah;Kab.;Purbalingga;Jawa Tengah
22890;53372;Bojanegara;Padamara;Kab.;Purbalingga;Jawa Tengah
22891;53372;Dawuhan;Padamara;Kab.;Purbalingga;Jawa Tengah
22892;53372;Gemuruh;Padamara;Kab.;Purbalingga;Jawa Tengah
22893;53372;Kalitinggar;Padamara;Kab.;Purbalingga;Jawa Tengah
22894;53372;Kalitinggar Kidul;Padamara;Kab.;Purbalingga;Jawa Tengah
22895;53372;Karanggambas;Padamara;Kab.;Purbalingga;Jawa Tengah
22896;53372;Karangjambe;Padamara;Kab.;Purbalingga;Jawa Tengah
22897;53372;Karangpule;Padamara;Kab.;Purbalingga;Jawa Tengah
22898;53372;Karangsentul;Padamara;Kab.;Purbalingga;Jawa Tengah
22899;53372;Mipiran;Padamara;Kab.;Purbalingga;Jawa Tengah
22900;53372;Padamara;Padamara;Kab.;Purbalingga;Jawa Tengah
22901;53372;Prigi;Padamara;Kab.;Purbalingga;Jawa Tengah
22902;53372;Purbayasa;Padamara;Kab.;Purbalingga;Jawa Tengah
22903;53372;Sokawera;Padamara;Kab.;Purbalingga;Jawa Tengah
22904;53381;Bakulan;Kemangkon;Kab.;Purbalingga;Jawa Tengah
22905;53381;Bokol;Kemangkon;Kab.;Purbalingga;Jawa Tengah
22906;53381;Gambarsari;Kemangkon;Kab.;Purbalingga;Jawa Tengah
22907;53381;Jetis;Kemangkon;Kab.;Purbalingga;Jawa Tengah
22908;53381;Kalialang;Kemangkon;Kab.;Purbalingga;Jawa Tengah
22909;53381;Karangkemiri;Kemangkon;Kab.;Purbalingga;Jawa Tengah
22910;53381;Karangtengah;Kemangkon;Kab.;Purbalingga;Jawa Tengah
22911;53381;Kedungbenda;Kemangkon;Kab.;Purbalingga;Jawa Tengah
22912;53381;Kedunglegok;Kemangkon;Kab.;Purbalingga;Jawa Tengah
22913;53381;Kemangkon;Kemangkon;Kab.;Purbalingga;Jawa Tengah
22914;53381;Majasem;Kemangkon;Kab.;Purbalingga;Jawa Tengah
22915;53381;Majatengah;Kemangkon;Kab.;Purbalingga;Jawa Tengah
22916;53381;Muntang;Kemangkon;Kab.;Purbalingga;Jawa Tengah
22917;53381;Panican;Kemangkon;Kab.;Purbalingga;Jawa Tengah
22918;53381;Pegandekan;Kemangkon;Kab.;Purbalingga;Jawa Tengah
22919;53381;Plumutan;Kemangkon;Kab.;Purbalingga;Jawa Tengah
22920;53381;Senon;Kemangkon;Kab.;Purbalingga;Jawa Tengah
22921;53381;Sumilir;Kemangkon;Kab.;Purbalingga;Jawa Tengah
22922;53381;Toyareka;Kemangkon;Kab.;Purbalingga;Jawa Tengah
22923;53382;Bajong;Bukateja;Kab.;Purbalingga;Jawa Tengah
22924;53382;Bukateja;Bukateja;Kab.;Purbalingga;Jawa Tengah
22925;53382;Cipawon;Bukateja;Kab.;Purbalingga;Jawa Tengah
22926;53382;Karangcengis;Bukateja;Kab.;Purbalingga;Jawa Tengah
22927;53382;Karanggedang;Bukateja;Kab.;Purbalingga;Jawa Tengah
22928;53382;Karangnangka;Bukateja;Kab.;Purbalingga;Jawa Tengah
22929;53382;Kebutuh;Bukateja;Kab.;Purbalingga;Jawa Tengah
22930;53382;Kedungjati;Bukateja;Kab.;Purbalingga;Jawa Tengah
22931;53382;Kembangan;Bukateja;Kab.;Purbalingga;Jawa Tengah
22932;53382;Kutawis;Bukateja;Kab.;Purbalingga;Jawa Tengah
22933;53382;Majasari;Bukateja;Kab.;Purbalingga;Jawa Tengah
22934;53382;Penaruban;Bukateja;Kab.;Purbalingga;Jawa Tengah
22935;53382;Tidu;Bukateja;Kab.;Purbalingga;Jawa Tengah
22936;53382;Wirasaba;Bukateja;Kab.;Purbalingga;Jawa Tengah
22937;53391;Arenan;Kaligondang;Kab.;Purbalingga;Jawa Tengah
22938;53391;Brecek;Kaligondang;Kab.;Purbalingga;Jawa Tengah
22939;53391;Cilapar;Kaligondang;Kab.;Purbalingga;Jawa Tengah
22940;53391;Kaligondang;Kaligondang;Kab.;Purbalingga;Jawa Tengah
22941;53391;Kalikajar;Kaligondang;Kab.;Purbalingga;Jawa Tengah
22942;53391;Kembaran Wetan;Kaligondang;Kab.;Purbalingga;Jawa Tengah
22943;53391;Lamongan;Kaligondang;Kab.;Purbalingga;Jawa Tengah
22944;53391;Pagerandong;Kaligondang;Kab.;Purbalingga;Jawa Tengah
22945;53391;Penolih;Kaligondang;Kab.;Purbalingga;Jawa Tengah
22946;53391;Selakambang;Kaligondang;Kab.;Purbalingga;Jawa Tengah
22947;53391;Selanegara;Kaligondang;Kab.;Purbalingga;Jawa Tengah
22948;53391;Sempor Lor;Kaligondang;Kab.;Purbalingga;Jawa Tengah
22949;53391;Sidanegara;Kaligondang;Kab.;Purbalingga;Jawa Tengah
22950;53391;Sidareja;Kaligondang;Kab.;Purbalingga;Jawa Tengah
22951;53391;Sinduraja;Kaligondang;Kab.;Purbalingga;Jawa Tengah
22952;53391;Slinga;Kaligondang;Kab.;Purbalingga;Jawa Tengah
22953;53391;Tejasari;Kaligondang;Kab.;Purbalingga;Jawa Tengah
22954;53392;Bandingan;Kejobong;Kab.;Purbalingga;Jawa Tengah
22955;53392;Gumiwang;Kejobong;Kab.;Purbalingga;Jawa Tengah
22956;53392;Kedarpan;Kejobong;Kab.;Purbalingga;Jawa Tengah
22957;53392;Kejobong;Kejobong;Kab.;Purbalingga;Jawa Tengah
22958;53392;Krenceng;Kejobong;Kab.;Purbalingga;Jawa Tengah
22959;53392;Lamuk;Kejobong;Kab.;Purbalingga;Jawa Tengah
22960;53392;Langgar;Kejobong;Kab.;Purbalingga;Jawa Tengah
22961;53392;Nangkasawit;Kejobong;Kab.;Purbalingga;Jawa Tengah
22962;53392;Nangkod;Kejobong;Kab.;Purbalingga;Jawa Tengah
22963;53392;Pandansari;Kejobong;Kab.;Purbalingga;Jawa Tengah
22964;53392;Pangempon;Kejobong;Kab.;Purbalingga;Jawa Tengah
22965;53392;Sokanegara;Kejobong;Kab.;Purbalingga;Jawa Tengah
22966;53393;Bedagas;Pengadegan;Kab.;Purbalingga;Jawa Tengah
22967;53393;Karangjoho;Pengadegan;Kab.;Purbalingga;Jawa Tengah
22968;53393;Larangan;Pengadegan;Kab.;Purbalingga;Jawa Tengah
22969;53393;Pangadegan;Pengadegan;Kab.;Purbalingga;Jawa Tengah
22970;53393;Panunggalan;Pengadegan;Kab.;Purbalingga;Jawa Tengah
22971;53393;Pasunggingan;Pengadegan;Kab.;Purbalingga;Jawa Tengah
22972;53393;Tegalpingen;Pengadegan;Kab.;Purbalingga;Jawa Tengah
22973;53393;Tetel;Pengadegan;Kab.;Purbalingga;Jawa Tengah
22974;53393;Tumanggal;Pengadegan;Kab.;Purbalingga;Jawa Tengah
22975;41111;Citalang;Purwakarta;Kab.;Purwakarta;Jawa Barat
22976;41111;Nagrikidul;Purwakarta;Kab.;Purwakarta;Jawa Barat
22977;41111;Sukahaji;Tegal Waru;Kab.;Purwakarta;Jawa Barat
22978;41112;Sindangkasih;Purwakarta;Kab.;Purwakarta;Jawa Barat
22979;41113;Cipaisan;Purwakarta;Kab.;Purwakarta;Jawa Barat
22980;41114;Nagritengah;Purwakarta;Kab.;Purwakarta;Jawa Barat
22981;41115;Bungurjaya;Pondoksalam;Kab.;Purwakarta;Jawa Barat
22982;41115;Galudra;Pondoksalam;Kab.;Purwakarta;Jawa Barat
22983;41115;Gurudug;Pondoksalam;Kab.;Purwakarta;Jawa Barat
22984;41115;Nagrikaler;Purwakarta;Kab.;Purwakarta;Jawa Barat
22985;41115;Parakansalam;Pondoksalam;Kab.;Purwakarta;Jawa Barat
22986;41115;Pondokbungur;Pondoksalam;Kab.;Purwakarta;Jawa Barat
22987;41115;Salamjaya;Pondoksalam;Kab.;Purwakarta;Jawa Barat
22988;41115;Salammulya;Pondoksalam;Kab.;Purwakarta;Jawa Barat
22989;41115;Salem;Pondoksalam;Kab.;Purwakarta;Jawa Barat
22990;41115;Situ;Pondoksalam;Kab.;Purwakarta;Jawa Barat
22991;41115;Sukajadi;Pondoksalam;Kab.;Purwakarta;Jawa Barat
22992;41115;Tanjung Sari;Pondoksalam;Kab.;Purwakarta;Jawa Barat
22993;41116;Ciririp;Sukasari;Kab.;Purwakarta;Jawa Barat
22994;41116;Kertamanah;Sukasari;Kab.;Purwakarta;Jawa Barat
22995;41116;Kutamanah;Sukasari;Kab.;Purwakarta;Jawa Barat
22996;41116;Parungbanteng;Sukasari;Kab.;Purwakarta;Jawa Barat
22997;41116;Sukasari;Sukasari;Kab.;Purwakarta;Jawa Barat
22998;41116;Tegalmunjul;Purwakarta;Kab.;Purwakarta;Jawa Barat
22999;41117;Munjuljaya;Purwakarta;Kab.;Purwakarta;Jawa Barat
23000;41118;Ciseureuh;Purwakarta;Kab.;Purwakarta;Jawa Barat
23001;41119;Purwamekar;Purwakarta;Kab.;Purwakarta;Jawa Barat
23002;41151;Babakancikao;Babakancikao;Kab.;Purwakarta;Jawa Barat
23003;41151;Cicadas;Babakancikao;Kab.;Purwakarta;Jawa Barat
23004;41151;Cigelam;Babakancikao;Kab.;Purwakarta;Jawa Barat
23005;41151;Cilangkap;Babakancikao;Kab.;Purwakarta;Jawa Barat
23006;41151;Ciwareng;Babakancikao;Kab.;Purwakarta;Jawa Barat
23007;41151;Hegarmanah;Babakancikao;Kab.;Purwakarta;Jawa Barat
23008;41151;Kadumekar;Babakancikao;Kab.;Purwakarta;Jawa Barat
23009;41151;Maracang;Babakancikao;Kab.;Purwakarta;Jawa Barat
23010;41151;Mulyamekar;Babakancikao;Kab.;Purwakarta;Jawa Barat
23011;41152;Cibinong;Jatiluhur;Kab.;Purwakarta;Jawa Barat
23012;41152;Cikaobandung;Jatiluhur;Kab.;Purwakarta;Jawa Barat
23013;41152;Cilegong;Jatiluhur;Kab.;Purwakarta;Jawa Barat
23014;41152;Cisalada;Jatiluhur;Kab.;Purwakarta;Jawa Barat
23015;41152;Jatiluhur;Jatiluhur;Kab.;Purwakarta;Jawa Barat
23016;41152;Jatimekar;Jatiluhur;Kab.;Purwakarta;Jawa Barat
23017;41152;Kembangkuning;Jatiluhur;Kab.;Purwakarta;Jawa Barat
23018;41152;Mekargalih;Jatiluhur;Kab.;Purwakarta;Jawa Barat
23019;41152;Parakanlima;Jatiluhur;Kab.;Purwakarta;Jawa Barat
23020;41161;Bunder;Jatiluhur;Kab.;Purwakarta;Jawa Barat
23021;41162;Anjun;Plered;Kab.;Purwakarta;Jawa Barat
23022;41162;Babakansari;Plered;Kab.;Purwakarta;Jawa Barat
23023;41162;Cibogogirang;Plered;Kab.;Purwakarta;Jawa Barat
23024;41162;Cibogohilir;Plered;Kab.;Purwakarta;Jawa Barat
23025;41162;Citeko;Plered;Kab.;Purwakarta;Jawa Barat
23026;41162;Citeko Kaler;Plered;Kab.;Purwakarta;Jawa Barat
23027;41162;Gandamekar;Plered;Kab.;Purwakarta;Jawa Barat
23028;41162;Gandasoli;Plered;Kab.;Purwakarta;Jawa Barat
23029;41162;Linggarsari;Plered;Kab.;Purwakarta;Jawa Barat
23030;41162;Liunggunung;Plered;Kab.;Purwakarta;Jawa Barat
23031;41162;Palinggihan;Plered;Kab.;Purwakarta;Jawa Barat
23032;41162;Pamoyanan;Plered;Kab.;Purwakarta;Jawa Barat
23033;41162;Plered;Plered;Kab.;Purwakarta;Jawa Barat
23034;41162;Rawasari;Plered;Kab.;Purwakarta;Jawa Barat
23035;41162;Sempur;Plered;Kab.;Purwakarta;Jawa Barat
23036;41162;Sindangsari;Plered;Kab.;Purwakarta;Jawa Barat
23037;41163;Cilingga;Darangdan;Kab.;Purwakarta;Jawa Barat
23038;41163;Darangdan;Darangdan;Kab.;Purwakarta;Jawa Barat
23039;41163;Depok;Darangdan;Kab.;Purwakarta;Jawa Barat
23040;41163;Gununghejo;Darangdan;Kab.;Purwakarta;Jawa Barat
23041;41163;Legoksari;Darangdan;Kab.;Purwakarta;Jawa Barat
23042;41163;Linggamukti;Darangdan;Kab.;Purwakarta;Jawa Barat
23043;41163;Linggasari;Darangdan;Kab.;Purwakarta;Jawa Barat
23044;41163;Mekarsari;Darangdan;Kab.;Purwakarta;Jawa Barat
23045;41163;Nagrak;Darangdan;Kab.;Purwakarta;Jawa Barat
23046;41163;Nangewer;Darangdan;Kab.;Purwakarta;Jawa Barat
23047;41163;Neglasari;Darangdan;Kab.;Purwakarta;Jawa Barat
23048;41163;Pasirangin;Darangdan;Kab.;Purwakarta;Jawa Barat
23049;41163;Sadarkarya;Darangdan;Kab.;Purwakarta;Jawa Barat
23050;41163;Sawit;Darangdan;Kab.;Purwakarta;Jawa Barat
23051;41163;Sirnamanah;Darangdan;Kab.;Purwakarta;Jawa Barat
23052;41164;Bojong Barat;Bojong;Kab.;Purwakarta;Jawa Barat
23053;41164;Bojong Timur;Bojong;Kab.;Purwakarta;Jawa Barat
23054;41164;Cibingbin;Bojong;Kab.;Purwakarta;Jawa Barat
23055;41164;Cihanjawar;Bojong;Kab.;Purwakarta;Jawa Barat
23056;41164;Cikeris;Bojong;Kab.;Purwakarta;Jawa Barat
23057;41164;Cileunca;Bojong;Kab.;Purwakarta;Jawa Barat
23058;41164;Cipeundeuy;Bojong;Kab.;Purwakarta;Jawa Barat
23059;41164;Kertasari;Bojong;Kab.;Purwakarta;Jawa Barat
23060;41164;Pangkalan;Bojong;Kab.;Purwakarta;Jawa Barat
23061;41164;Pasanggrahan;Bojong;Kab.;Purwakarta;Jawa Barat
23062;41164;Pawenang;Bojong;Kab.;Purwakarta;Jawa Barat
23063;41164;Sindangpanon;Bojong;Kab.;Purwakarta;Jawa Barat
23064;41164;Sindangsari;Bojong;Kab.;Purwakarta;Jawa Barat
23065;41164;Sukamanah;Bojong;Kab.;Purwakarta;Jawa Barat
23066;41165;Batutumpang;Tegal Waru;Kab.;Purwakarta;Jawa Barat
23067;41165;Cadasmekar;Tegal Waru;Kab.;Purwakarta;Jawa Barat
23068;41165;Cadassari;Tegal Waru;Kab.;Purwakarta;Jawa Barat
23069;41165;Cisarua;Tegal Waru;Kab.;Purwakarta;Jawa Barat
23070;41165;Citalang;Tegal Waru;Kab.;Purwakarta;Jawa Barat
23071;41165;Galumpit;Tegal Waru;Kab.;Purwakarta;Jawa Barat
23072;41165;Karoya;Tegal Waru;Kab.;Purwakarta;Jawa Barat
23073;41165;Pasanggrahan;Tegal Waru;Kab.;Purwakarta;Jawa Barat
23074;41165;Sukamulya;Tegal Waru;Kab.;Purwakarta;Jawa Barat
23075;41165;Tegalsari;Tegal Waru;Kab.;Purwakarta;Jawa Barat
23076;41165;Tegalwaru;Tegal Waru;Kab.;Purwakarta;Jawa Barat
23077;41165;Warungjeruk;Tegal Waru;Kab.;Purwakarta;Jawa Barat
23078;41166;Cijati;Maniis;Kab.;Purwakarta;Jawa Barat
23079;41166;Ciramahilir;Maniis;Kab.;Purwakarta;Jawa Barat
23080;41166;Citamiang;Maniis;Kab.;Purwakarta;Jawa Barat
23081;41166;Gunungkarung;Maniis;Kab.;Purwakarta;Jawa Barat
23082;41166;Pasirjambu;Maniis;Kab.;Purwakarta;Jawa Barat
23083;41166;Sinargalih;Maniis;Kab.;Purwakarta;Jawa Barat
23084;41166;Sukamukti;Maniis;Kab.;Purwakarta;Jawa Barat
23085;41166;Tegaldatar;Maniis;Kab.;Purwakarta;Jawa Barat
23086;41167;Cianting;Sukatani;Kab.;Purwakarta;Jawa Barat
23087;41167;Cianting Utara;Sukatani;Kab.;Purwakarta;Jawa Barat
23088;41167;Cibodas;Sukatani;Kab.;Purwakarta;Jawa Barat
23089;41167;Cijantung;Sukatani;Kab.;Purwakarta;Jawa Barat
23090;41167;Cilalawi;Sukatani;Kab.;Purwakarta;Jawa Barat
23091;41167;Cipicung;Sukatani;Kab.;Purwakarta;Jawa Barat
23092;41167;Malangnengah;Sukatani;Kab.;Purwakarta;Jawa Barat
23093;41167;Panyindangan;Sukatani;Kab.;Purwakarta;Jawa Barat
23094;41167;Pasirmunjul;Sukatani;Kab.;Purwakarta;Jawa Barat
23095;41167;Sindanglaya;Sukatani;Kab.;Purwakarta;Jawa Barat
23096;41167;Sukajaya;Sukatani;Kab.;Purwakarta;Jawa Barat
23097;41167;Sukamaju;Sukatani;Kab.;Purwakarta;Jawa Barat
23098;41167;Sukatani;Sukatani;Kab.;Purwakarta;Jawa Barat
23099;41167;Tajursindang;Sukatani;Kab.;Purwakarta;Jawa Barat
23100;41171;Margasari;Pasawahan;Kab.;Purwakarta;Jawa Barat
23101;41172;Cidahu;Pasawahan;Kab.;Purwakarta;Jawa Barat
23102;41172;Ciherang;Pasawahan;Kab.;Purwakarta;Jawa Barat
23103;41172;Cihuni;Pasawahan;Kab.;Purwakarta;Jawa Barat
23104;41172;Kertajaya;Pasawahan;Kab.;Purwakarta;Jawa Barat
23105;41172;Lebak Anyar;Pasawahan;Kab.;Purwakarta;Jawa Barat
23106;41172;Pasawahan;Pasawahan;Kab.;Purwakarta;Jawa Barat
23107;41172;Pasawahan Kidul;Pasawahan;Kab.;Purwakarta;Jawa Barat
23108;41172;Pasawahananyar;Pasawahan;Kab.;Purwakarta;Jawa Barat
23109;41172;Sawah Kulon;Pasawahan;Kab.;Purwakarta;Jawa Barat
23110;41172;Selaawi;Pasawahan;Kab.;Purwakarta;Jawa Barat
23111;41172;Warung Kadu;Pasawahan;Kab.;Purwakarta;Jawa Barat
23112;41174;Babakan;Wanayasa;Kab.;Purwakarta;Jawa Barat
23113;41174;Ciawi;Wanayasa;Kab.;Purwakarta;Jawa Barat
23114;41174;Cibuntu;Wanayasa;Kab.;Purwakarta;Jawa Barat
23115;41174;Legokhuni;Wanayasa;Kab.;Purwakarta;Jawa Barat
23116;41174;Nagrog;Wanayasa;Kab.;Purwakarta;Jawa Barat
23117;41174;Nangerang;Wanayasa;Kab.;Purwakarta;Jawa Barat
23118;41174;Raharja;Wanayasa;Kab.;Purwakarta;Jawa Barat
23119;41174;Sakambang;Wanayasa;Kab.;Purwakarta;Jawa Barat
23120;41174;Simpang;Wanayasa;Kab.;Purwakarta;Jawa Barat
23121;41174;Sukadami;Wanayasa;Kab.;Purwakarta;Jawa Barat
23122;41174;Sumurugul;Wanayasa;Kab.;Purwakarta;Jawa Barat
23123;41174;Taringgul Tengah;Wanayasa;Kab.;Purwakarta;Jawa Barat
23124;41174;Taringgul Tonggoh;Wanayasa;Kab.;Purwakarta;Jawa Barat
23125;41174;Wanasari;Wanayasa;Kab.;Purwakarta;Jawa Barat
23126;41174;Wanayasa;Wanayasa;Kab.;Purwakarta;Jawa Barat
23127;41175;Cibeber;Kiarapedes;Kab.;Purwakarta;Jawa Barat
23128;41175;Ciracas;Kiarapedes;Kab.;Purwakarta;Jawa Barat
23129;41175;Gardu;Kiarapedes;Kab.;Purwakarta;Jawa Barat
23130;41175;Kiarapedes;Kiarapedes;Kab.;Purwakarta;Jawa Barat
23131;41175;Margaluyu;Kiarapedes;Kab.;Purwakarta;Jawa Barat
23132;41175;Mekarjaya;Kiarapedes;Kab.;Purwakarta;Jawa Barat
23133;41175;Parakan Garokgek;Kiarapedes;Kab.;Purwakarta;Jawa Barat
23134;41175;Pusakamulya;Kiarapedes;Kab.;Purwakarta;Jawa Barat
23135;41175;Sumbersari;Kiarapedes;Kab.;Purwakarta;Jawa Barat
23136;41175;Taringgul Landeuh;Kiarapedes;Kab.;Purwakarta;Jawa Barat
23137;41181;Benteng;Campaka;Kab.;Purwakarta;Jawa Barat
23138;41181;Bungursari;Bungursari;Kab.;Purwakarta;Jawa Barat
23139;41181;Campaka;Campaka;Kab.;Purwakarta;Jawa Barat
23140;41181;Campakasari;Campaka;Kab.;Purwakarta;Jawa Barat
23141;41181;Cibatu;Cibatu;Kab.;Purwakarta;Jawa Barat
23142;41181;Cibening;Bungursari;Kab.;Purwakarta;Jawa Barat
23143;41181;Cibodas;Bungursari;Kab.;Purwakarta;Jawa Barat
23144;41181;Cibukamanah;Cibatu;Kab.;Purwakarta;Jawa Barat
23145;41181;Cibungur;Bungursari;Kab.;Purwakarta;Jawa Barat
23146;41181;Cijaya;Campaka;Kab.;Purwakarta;Jawa Barat
23147;41181;Cijunti;Campaka;Kab.;Purwakarta;Jawa Barat
23148;41181;Cikadu;Cibatu;Kab.;Purwakarta;Jawa Barat
23149;41181;Cikopo;Bungursari;Kab.;Purwakarta;Jawa Barat
23150;41181;Cikumpay;Campaka;Kab.;Purwakarta;Jawa Barat
